CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
12410.0,300,28,681.0799999999999,1,2,3,123,At Risk
12412.0,74,61,1226.88,2,3,3,233,Loyal Customers
12413.0,66,40,694.15,2,2,3,223,At Risk
12414.0,216,18,562.41,1,2,2,122,At Risk
12415.0,23,778,123725.45,3,4,4,344,Loyal Customers
12417.0,2,198,3578.8,4,4,4,444,Best Customers
12418.0,112,34,668.58,2,2,3,223,At Risk
12420.0,63,29,600.39,2,2,2,222,At Risk
12421.0,15,46,806.27,4,3,3,433,Loyal Customers
12422.0,95,39,803.5600000000001,2,2,3,223,At Risk
12423.0,0,126,1849.11,4,4,4,444,Best Customers
12424.0,162,30,1760.96,1,2,4,124,At Risk
12425.0,77,36,777.2,2,2,3,223,At Risk
12426.0,194,30,582.73,1,2,2,122,At Risk
12427.0,11,35,708.37,4,2,3,423,New Customers
12428.0,25,300,7877.2,3,4,4,344,Loyal Customers
12429.0,8,97,3750.4,4,3,4,434,Loyal Customers
12430.0,42,11,256.4,3,1,1,311,New Customers
12431.0,35,240,6416.39,3,4,4,344,Loyal Customers
12432.0,42,108,5059.32,3,4,4,344,Loyal Customers
12433.0,0,420,13375.87,4,4,4,444,Best Customers
12434.0,84,54,765.19,2,3,3,233,Loyal Customers
12435.0,79,36,7829.89,2,2,4,224,At Risk
12436.0,99,16,509.01,2,1,2,212,At Risk
12437.0,1,201,4896.66,4,4,4,444,Best Customers
12438.0,13,98,2906.85,4,3,4,434,Loyal Customers
12441.0,366,11,173.55,1,1,1,111,At Risk
12442.0,2,12,172.06,4,1,1,411,New Customers
12444.0,20,177,5005.46,3,4,4,344,Loyal Customers
12445.0,21,4,133.4,3,1,1,311,New Customers
12446.0,57,58,1002.3100000000001,2,3,3,233,Loyal Customers
12447.0,242,26,476.49,1,2,2,122,At Risk
12448.0,43,22,449.45,3,2,2,322,New Customers
12449.0,21,191,4067.29,3,4,4,344,Loyal Customers
12450.0,155,8,197.88,1,1,1,111,At Risk
12451.0,10,355,8933.52,4,4,4,444,Best Customers
12452.0,16,23,428.57,4,2,2,422,New Customers
12453.0,133,43,707.09,2,3,3,233,Loyal Customers
12454.0,52,30,5.684341886080802e-14,2,2,1,221,At Risk
12455.0,72,90,2466.86,2,3,4,234,Loyal Customers
12456.0,43,129,3153.89,3,4,4,344,Loyal Customers
12457.0,57,68,1917.78,2,3,4,234,Loyal Customers
12458.0,70,38,947.4,2,2,3,223,At Risk
12461.0,93,35,826.88,2,2,3,223,At Risk
12462.0,1,72,1124.01,4,3,3,433,Loyal Customers
12463.0,45,88,1303.63,3,3,3,333,Loyal Customers
12464.0,9,29,1212.05,4,2,3,423,New Customers
12465.0,7,51,733.89,4,3,3,433,Loyal Customers
12468.0,142,40,724.0400000000001,2,2,3,223,At Risk
12471.0,1,531,18740.92,4,4,4,444,Best Customers
12472.0,30,391,6229.48,3,4,4,344,Loyal Customers
12473.0,28,179,2848.23,3,4,4,344,Loyal Customers
12474.0,16,457,7116.47,4,4,4,444,Best Customers
12475.0,53,36,723.38,2,2,3,223,At Risk
12476.0,0,264,6546.58,4,4,4,444,Best Customers
12477.0,22,308,13117.01,3,4,4,344,Loyal Customers
12478.0,3,36,680.99,4,2,3,423,New Customers
12479.0,3,35,477.3,4,2,2,422,New Customers
12480.0,27,154,3281.63,3,4,4,344,Loyal Customers
12481.0,22,218,5590.86,3,4,4,344,Loyal Customers
12483.0,16,81,2327.13,4,3,4,434,Loyal Customers
12484.0,32,350,4495.27,3,4,4,344,Loyal Customers
12488.0,9,55,1298.66,4,3,3,433,Loyal Customers
12489.0,335,15,334.93,1,1,2,112,At Risk
12490.0,4,245,5417.93,4,4,4,444,Best Customers
12491.0,38,26,460.40000000000003,3,2,2,322,New Customers
12492.0,62,20,263.21000000000004,2,2,1,221,At Risk
12493.0,165,23,416.79,1,2,2,122,At Risk
12494.0,9,84,1139.3500000000001,4,3,3,433,Loyal Customers
12497.0,81,14,1043.1,2,1,3,213,At Risk
12498.0,20,23,403.70000000000005,3,2,2,322,New Customers
12500.0,22,65,4206.27,3,3,4,334,Loyal Customers
12501.0,314,160,2089.68,1,4,4,144,Loyal Customers
12502.0,95,147,3723.87,2,4,4,244,Loyal Customers
12503.0,337,1,-1126.0,1,1,1,111,At Risk
12504.0,17,15,114.0,3,1,1,311,New Customers
12505.0,300,1,-4.5,1,1,1,111,At Risk
12506.0,232,23,73.5,1,2,1,121,At Risk
12507.0,133,23,1258.06,2,2,3,223,At Risk
12508.0,25,69,398.27,3,3,2,332,Loyal Customers
12509.0,283,7,176.5,1,1,1,111,At Risk
12510.0,142,33,982.5699999999999,2,2,3,223,At Risk
12512.0,65,34,138.03,2,2,1,221,At Risk
12513.0,84,36,586.79,2,2,2,222,At Risk
12514.0,266,51,1017.68,1,3,3,133,Loyal Customers
12515.0,352,16,383.7,1,1,2,112,At Risk
12516.0,77,26,1312.06,2,2,3,223,At Risk
12517.0,27,286,2464.89,3,4,4,344,Loyal Customers
12518.0,0,124,2056.89,4,4,4,444,Best Customers
12519.0,63,18,340.84,2,2,2,222,At Risk
12520.0,78,155,2582.51,2,4,4,244,Loyal Customers
12521.0,142,38,599.68,2,2,2,222,At Risk
12522.0,38,12,192.72,3,1,1,311,New Customers
12523.0,1,110,1745.57,4,4,4,444,Best Customers
12524.0,8,144,4485.72,4,4,4,444,Best Customers
12526.0,0,71,1316.66,4,3,3,433,Loyal Customers
12527.0,81,18,348.71000000000004,2,2,2,222,At Risk
12528.0,8,95,1922.28,4,3,4,434,Loyal Customers
12530.0,59,68,1623.63,2,3,4,234,Loyal Customers
12531.0,14,17,125.22,4,1,1,411,New Customers
12532.0,29,16,349.83000000000004,3,1,2,312,New Customers
12534.0,130,63,1089.18,2,3,3,233,Loyal Customers
12535.0,91,34,716.35,2,2,3,223,At Risk
12536.0,7,273,4106.82,4,4,4,444,Best Customers
12538.0,28,21,363.95,3,2,2,322,New Customers
12539.0,21,274,3852.5,3,4,4,344,Loyal Customers
12540.0,19,481,13309.039999999999,3,4,4,344,Loyal Customers
12541.0,29,52,981.18,3,3,3,333,Loyal Customers
12544.0,29,20,355.7,3,2,2,322,New Customers
12545.0,74,50,1000.39,2,3,3,233,Loyal Customers
12546.0,46,70,1141.5,3,3,3,333,Loyal Customers
12547.0,197,8,207.79999999999998,1,1,1,111,At Risk
12548.0,165,5,95.19999999999999,1,1,1,111,At Risk
12550.0,78,57,964.83,2,3,3,233,Loyal Customers
12551.0,357,10,168.0,1,1,1,111,At Risk
12552.0,38,20,437.82,3,2,2,322,New Customers
12553.0,7,196,3652.25,4,4,4,444,Best Customers
12556.0,49,121,603.71,3,4,2,342,Loyal Customers
12557.0,15,33,11990.960000000001,4,2,4,424,New Customers
12558.0,1,22,1.0658141036401503e-14,4,2,1,421,New Customers
12559.0,310,22,536.21,1,2,2,122,At Risk
12560.0,4,111,2101.39,4,4,4,444,Best Customers
12561.0,302,16,238.85,1,1,1,111,At Risk
12562.0,7,168,3781.7400000000002,4,4,4,444,Best Customers
12564.0,260,21,456.9,1,2,2,122,At Risk
12565.0,281,10,131.17,1,1,1,111,At Risk
12566.0,72,20,346.7,2,2,2,222,At Risk
12567.0,22,463,9114.94,3,4,4,344,Loyal Customers
12569.0,1,191,4064.9900000000002,4,4,4,444,Best Customers
12571.0,39,34,519.61,3,2,2,322,New Customers
12572.0,8,62,1004.72,4,3,3,433,Loyal Customers
12573.0,226,28,160.54000000000002,1,2,1,121,At Risk
12574.0,315,11,218.45,1,1,1,111,At Risk
12576.0,35,89,1306.98,3,3,3,333,Loyal Customers
12577.0,34,148,595.4,3,4,2,342,Loyal Customers
12578.0,20,120,2753.36,3,4,4,344,Loyal Customers
12579.0,72,31,410.72,2,2,2,222,At Risk
12580.0,246,24,415.7,1,2,2,122,At Risk
12581.0,39,15,197.71,3,1,1,311,New Customers
12582.0,238,22,511.36,1,2,2,122,At Risk
12583.0,2,251,7187.34,4,4,4,444,Best Customers
12584.0,3,126,1893.95,4,4,4,444,Best Customers
12585.0,233,97,1982.81,1,3,4,134,Loyal Customers
12586.0,16,12,179.94000000000003,4,1,1,411,New Customers
12587.0,7,4,144.0,4,1,1,411,New Customers
12588.0,38,10,214.89999999999998,3,1,1,311,New Customers
12589.0,28,35,646.68,3,2,2,322,New Customers
12590.0,189,70,9861.38,1,3,4,134,Loyal Customers
12591.0,316,26,452.84999999999997,1,2,2,122,At Risk
12592.0,91,18,437.6,2,2,2,222,At Risk
12593.0,108,21,418.09999999999997,2,2,2,222,At Risk
12594.0,37,119,3320.2200000000003,3,4,4,344,Loyal Customers
12596.0,50,27,618.27,2,2,2,222,At Risk
12597.0,18,214,3683.13,3,4,4,344,Loyal Customers
12598.0,9,133,3002.68,4,4,4,444,Best Customers
12599.0,28,62,1032.58,3,3,3,333,Loyal Customers
12600.0,28,65,2581.04,3,3,4,334,Loyal Customers
12601.0,189,29,569.5600000000001,1,2,2,122,At Risk
12602.0,58,12,153.12,2,1,1,211,At Risk
12603.0,21,3,739.1999999999999,3,1,3,313,New Customers
12604.0,78,16,254.18,2,1,1,211,At Risk
12605.0,364,3,-7.5,1,1,1,111,At Risk
12607.0,57,202,3.552713678800501e-15,2,4,1,241,Loyal Customers
12609.0,77,60,1126.85,2,3,3,233,Loyal Customers
12610.0,22,111,2057.99,3,4,4,344,Loyal Customers
12611.0,51,65,1193.32,2,3,3,233,Loyal Customers
12612.0,57,21,643.59,2,2,2,222,At Risk
12613.0,30,163,3218.98,3,4,4,344,Loyal Customers
12614.0,277,20,315.6,1,2,2,122,At Risk
12615.0,1,105,2291.19,4,4,4,444,Best Customers
12616.0,84,36,657.25,2,2,3,223,At Risk
12617.0,28,42,355.53,3,2,2,322,New Customers
12618.0,21,11,177.31,3,1,1,311,New Customers
12619.0,15,95,3214.81,4,3,4,434,Loyal Customers
12620.0,14,92,1339.41,4,3,3,433,Loyal Customers
12621.0,1,474,13612.07,4,4,4,444,Best Customers
12622.0,231,11,180.1,1,1,1,111,At Risk
12623.0,275,18,305.1,1,2,2,122,At Risk
12624.0,105,38,641.13,2,2,2,222,At Risk
12625.0,211,91,2614.32,1,3,4,134,Loyal Customers
12626.0,22,307,6388.35,3,4,4,344,Loyal Customers
12627.0,10,230,4478.53,4,4,4,444,Best Customers
12628.0,3,43,769.61,4,3,3,433,Loyal Customers
12630.0,9,64,1270.88,4,3,3,433,Loyal Customers
12631.0,56,31,640.5,2,2,2,222,At Risk
12633.0,58,103,2140.63,2,4,4,244,Loyal Customers
12635.0,89,101,1689.18,2,3,4,234,Loyal Customers
12637.0,66,394,5953.25,2,4,4,244,Loyal Customers
12638.0,32,39,671.69,3,2,3,323,New Customers
12639.0,238,22,486.1,1,2,2,122,At Risk
12640.0,23,53,1174.58,3,3,3,333,Loyal Customers
12641.0,114,10,185.9,2,1,1,211,At Risk
12642.0,24,47,1013.26,3,3,3,333,Loyal Customers
12643.0,127,24,3344.64,2,2,4,224,At Risk
12644.0,129,31,477.91,2,2,2,222,At Risk
12645.0,33,74,1755.38,3,3,4,334,Loyal Customers
12646.0,4,45,1346.97,4,3,3,433,Loyal Customers
12647.0,21,128,3669.92,3,4,4,344,Loyal Customers
12648.0,154,21,318.05,1,2,2,122,At Risk
12649.0,106,33,603.71,2,2,2,222,At Risk
12650.0,2,20,314.44,4,2,2,422,New Customers
12651.0,334,9,114.0,1,1,1,111,At Risk
12652.0,321,51,914.53,1,3,3,133,Loyal Customers
12653.0,148,43,2209.85,1,3,4,134,Loyal Customers
12654.0,10,38,601.98,4,2,2,422,New Customers
12656.0,16,130,3982.72,4,4,4,444,Best Customers
12657.0,10,56,1152.06,4,3,3,433,Loyal Customers
12658.0,18,36,686.05,3,2,3,323,New Customers
12659.0,29,5,91.68,3,1,1,311,New Customers
12660.0,10,13,245.1,4,1,1,411,New Customers
12662.0,0,232,3817.08,4,4,4,444,Best Customers
12664.0,7,38,4863.88,4,2,4,424,New Customers
12665.0,324,4,61.75,1,1,1,111,At Risk
12666.0,358,2,-227.44,1,1,1,111,At Risk
12667.0,57,33,620.13,2,2,2,222,At Risk
12668.0,6,168,3743.18,4,4,4,444,Best Customers
12669.0,150,102,1607.73,1,3,3,133,Loyal Customers
12670.0,9,94,2986.15,4,3,4,434,Loyal Customers
12672.0,329,10,225.89999999999998,1,1,1,111,At Risk
12673.0,4,42,610.52,4,2,2,422,New Customers
12674.0,11,91,1919.31,4,3,4,434,Loyal Customers
12676.0,24,45,1331.39,3,3,3,333,Loyal Customers
12678.0,41,167,17588.26,3,4,4,344,Loyal Customers
12679.0,51,56,1058.67,2,3,3,233,Loyal Customers
12680.0,0,52,862.81,4,3,3,433,Loyal Customers
12681.0,14,646,13677.59,4,4,4,444,Best Customers
12682.0,3,525,12288.22,4,4,4,444,Best Customers
12683.0,3,362,8221.09,4,4,4,444,Best Customers
12684.0,7,105,2283.63,4,4,4,444,Best Customers
12685.0,27,157,2863.08,3,4,4,344,Loyal Customers
12686.0,371,7,89.14,1,1,1,111,At Risk
12688.0,113,171,4873.8099999999995,2,4,4,244,Loyal Customers
12689.0,25,72,1247.61,3,3,3,333,Loyal Customers
12690.0,205,16,389.01,1,1,2,112,At Risk
12691.0,27,32,1035.8,3,2,3,323,New Customers
12693.0,120,41,830.96,2,2,3,223,At Risk
12694.0,69,37,869.67,2,2,3,223,At Risk
12695.0,6,27,582.1,4,2,2,422,New Customers
12697.0,20,43,939.02,3,3,3,333,Loyal Customers
12700.0,7,270,4867.99,4,4,4,444,Best Customers
12701.0,79,53,797.71,2,3,3,233,Loyal Customers
12702.0,19,12,219.0,3,1,1,311,New Customers
12703.0,63,22,274.7,2,2,1,221,At Risk
12704.0,6,90,2220.84,4,3,4,434,Loyal Customers
12705.0,14,348,6814.24,4,4,4,444,Best Customers
12707.0,291,33,603.42,1,2,2,122,At Risk
12708.0,29,174,2616.32,3,4,4,344,Loyal Customers
12709.0,2,257,9294.1,4,4,4,444,Best Customers
12710.0,96,79,1130.57,2,3,3,233,Loyal Customers
12712.0,22,142,4241.63,3,4,4,344,Loyal Customers
12713.0,0,38,848.55,4,2,3,423,New Customers
12714.0,8,259,4708.86,4,4,4,444,Best Customers
12715.0,105,21,353.86,2,2,2,222,At Risk
12716.0,3,69,1053.49,4,3,3,433,Loyal Customers
12717.0,150,56,980.98,1,3,3,133,Loyal Customers
12718.0,70,19,238.25,2,2,1,221,At Risk
12719.0,4,42,608.1,4,2,2,422,New Customers
12720.0,2,359,5713.28,4,4,4,444,Best Customers
12721.0,31,164,2628.98,3,4,4,344,Loyal Customers
12722.0,84,57,904.33,2,3,3,233,Loyal Customers
12723.0,3,69,725.07,4,3,3,433,Loyal Customers
12724.0,4,53,1031.41,4,3,3,433,Loyal Customers
12725.0,370,24,427.8,1,2,2,122,At Risk
12726.0,27,124,2609.1,3,4,4,344,Loyal Customers
12727.0,10,141,3947.7,4,4,4,444,Best Customers
12728.0,70,46,836.33,2,3,3,233,Loyal Customers
12729.0,113,26,453.01,2,2,2,222,At Risk
12731.0,23,277,18793.41,3,4,4,344,Loyal Customers
12732.0,179,12,236.26000000000002,1,1,1,111,At Risk
12733.0,233,22,383.95,1,2,2,122,At Risk
12734.0,352,4,110.39999999999999,1,1,1,111,At Risk
12735.0,314,43,779.5699999999999,1,3,3,133,Loyal Customers
12736.0,332,4,234.0,1,1,1,111,At Risk
12738.0,371,11,155.35,1,1,1,111,At Risk
12739.0,77,38,1013.04,2,2,3,223,At Risk
12740.0,63,27,427.6,2,2,2,222,At Risk
12743.0,133,134,546.43,2,4,2,242,Loyal Customers
12744.0,51,229,9120.39,2,4,4,244,Loyal Customers
12747.0,1,103,4196.01,4,4,4,444,Best Customers
12748.0,0,4642,29072.1,4,4,4,444,Best Customers
12749.0,3,231,3868.2,4,4,4,444,Best Customers
12750.0,128,15,275.88,2,1,1,211,At Risk
12752.0,80,53,4366.78,2,3,4,234,Loyal Customers
12753.0,3,230,21024.01,4,4,4,444,Best Customers
12754.0,235,65,2949.12,1,3,4,134,Loyal Customers
12755.0,249,6,2203.2,1,1,4,114,At Risk
12756.0,86,4,112.07999999999998,2,1,1,211,At Risk
12757.0,15,377,4227.7,4,4,4,444,Best Customers
12758.0,116,97,2791.59,2,3,4,234,Loyal Customers
12759.0,51,95,1531.44,2,3,3,233,Loyal Customers
12762.0,7,69,1898.52,4,3,4,434,Loyal Customers
12763.0,137,18,494.08,2,2,2,222,At Risk
12764.0,316,45,1693.88,1,3,4,134,Loyal Customers
12766.0,3,310,6989.63,4,4,4,444,Best Customers
12769.0,238,32,1143.6,1,2,3,123,At Risk
12770.0,210,12,1351.45,1,1,3,113,At Risk
12772.0,59,55,892.47,2,3,3,233,Loyal Customers
12775.0,16,67,1351.24,4,3,3,433,Loyal Customers
12778.0,19,51,804.23,3,3,3,333,Loyal Customers
12779.0,20,159,3868.7,3,4,4,344,Loyal Customers
12781.0,20,30,707.72,3,2,3,323,New Customers
12782.0,4,107,2273.32,4,4,4,444,Best Customers
12783.0,1,86,1603.87,4,3,3,433,Loyal Customers
12784.0,8,59,574.42,4,3,2,432,Loyal Customers
12785.0,2,15,305.71,4,1,2,412,New Customers
12787.0,9,20,463.66,4,2,2,422,New Customers
12789.0,64,4,91.85,2,1,1,211,At Risk
12790.0,191,21,324.92,1,2,2,122,At Risk
12791.0,373,2,192.60000000000002,1,1,1,111,At Risk
12792.0,256,25,400.53999999999996,1,2,2,122,At Risk
12793.0,334,24,545.48,1,2,2,122,At Risk
12794.0,52,45,860.41,2,3,3,233,Loyal Customers
12795.0,18,14,430.48,3,1,2,312,New Customers
12797.0,359,17,194.18,1,1,1,111,At Risk
12798.0,9,8,6977.04,4,1,4,414,New Customers
12802.0,183,26,412.58,1,2,2,122,At Risk
12808.0,36,28,483.65000000000003,3,2,2,322,New Customers
12809.0,167,26,484.36,1,2,2,122,At Risk
12811.0,260,31,514.85,1,2,2,122,At Risk
12812.0,44,15,229.64000000000001,3,1,1,311,New Customers
12814.0,101,2,125.92,2,1,1,211,At Risk
12815.0,147,47,1063.46,1,3,3,133,Loyal Customers
12816.0,95,29,572.2,2,2,2,222,At Risk
12817.0,280,4,166.04,1,1,1,111,At Risk
12818.0,177,16,1517.88,1,1,3,113,At Risk
12820.0,2,59,942.34,4,3,3,433,Loyal Customers
12821.0,213,6,92.72,1,1,1,111,At Risk
12822.0,70,47,918.98,2,3,3,233,Loyal Customers
12823.0,74,5,1759.5,2,1,4,214,At Risk
12824.0,59,25,397.12,2,2,2,222,At Risk
12826.0,2,94,1468.1200000000001,4,3,3,433,Loyal Customers
12827.0,5,25,430.15000000000003,4,2,2,422,New Customers
12828.0,2,56,1018.71,4,3,3,433,Loyal Customers
12829.0,321,12,253.05,1,1,1,111,At Risk
12830.0,37,39,6748.4,3,2,4,324,New Customers
12831.0,261,9,215.05,1,1,1,111,At Risk
12832.0,31,27,383.03,3,2,2,322,New Customers
12833.0,144,24,417.38,1,2,2,122,At Risk
12834.0,282,18,312.38,1,2,2,122,At Risk
12836.0,58,175,2612.86,2,4,4,244,Loyal Customers
12837.0,172,12,134.1,1,1,1,111,At Risk
12838.0,33,123,683.13,3,4,3,343,Loyal Customers
12839.0,2,316,5583.62,4,4,4,444,Best Customers
12840.0,143,116,2714.27,1,4,4,144,Loyal Customers
12841.0,4,439,3876.4,4,4,4,444,Best Customers
12842.0,69,34,1118.99,2,2,3,223,At Risk
12843.0,65,108,1680.76,2,4,4,244,Loyal Customers
12844.0,28,52,325.96000000000004,3,3,2,332,Loyal Customers
12845.0,266,27,354.09,1,2,2,122,At Risk
12847.0,21,91,871.54,3,3,3,333,Loyal Customers
12849.0,30,51,1050.8899999999999,3,3,3,333,Loyal Customers
12851.0,96,50,135.18,2,3,1,231,Loyal Customers
12852.0,289,20,299.75,1,2,2,122,At Risk
12853.0,107,84,1881.7,2,3,4,234,Loyal Customers
12854.0,78,115,1289.15,2,4,3,243,Loyal Customers
12855.0,372,3,38.1,1,1,1,111,At Risk
12856.0,7,317,2162.68,4,4,4,444,Best Customers
12857.0,210,46,1106.4,1,3,3,133,Loyal Customers
12863.0,51,6,504.2,2,1,2,212,At Risk
12864.0,137,3,147.12,2,1,1,211,At Risk
12865.0,25,96,1548.07,3,3,3,333,Loyal Customers
12866.0,282,26,559.12,1,2,2,122,At Risk
12867.0,25,551,3986.22,3,4,4,344,Loyal Customers
12868.0,185,107,1607.0600000000002,1,4,3,143,Loyal Customers
12870.0,365,2,-14.899999999999999,1,1,1,111,At Risk
12871.0,83,11,380.64,2,1,2,212,At Risk
12872.0,326,66,599.97,1,3,2,132,Loyal Customers
12873.0,281,4,374.0,1,1,2,112,At Risk
12875.0,142,2,343.2300000000001,2,1,2,212,At Risk
12876.0,57,85,2218.02,2,3,4,234,Loyal Customers
12877.0,3,154,1535.77,4,4,3,443,Loyal Customers
12878.0,17,49,841.64,3,3,3,333,Loyal Customers
12879.0,44,12,552.5699999999999,3,1,2,312,New Customers
12881.0,275,7,298.0,1,1,2,112,At Risk
12882.0,8,13,1463.04,4,1,3,413,New Customers
12883.0,24,42,703.47,3,2,3,323,New Customers
12884.0,87,7,309.05,2,1,2,212,At Risk
12885.0,62,72,1158.27,2,3,3,233,Loyal Customers
12886.0,67,86,1351.09,2,3,3,233,Loyal Customers
12888.0,213,7,313.77,1,1,2,112,At Risk
12890.0,23,82,380.46999999999997,3,3,2,332,Loyal Customers
12891.0,185,3,331.0,1,1,2,112,At Risk
12893.0,30,34,188.14,3,2,1,321,New Customers
12895.0,41,24,347.3,3,2,2,322,New Customers
12897.0,204,4,216.5,1,1,1,111,At Risk
12901.0,8,125,16293.1,4,4,4,444,Best Customers
12902.0,264,10,138.68,1,1,1,111,At Risk
12904.0,17,72,509.58,3,3,2,332,Loyal Customers
12906.0,11,63,2919.81,4,3,4,434,Loyal Customers
12908.0,58,4,246.0,2,1,1,211,At Risk
12909.0,39,96,2128.83,3,3,4,334,Loyal Customers
12910.0,22,75,3075.04,3,3,4,334,Loyal Customers
12912.0,2,24,1662.3,4,2,4,424,New Customers
12913.0,4,50,2483.63,4,3,4,434,Loyal Customers
12915.0,148,22,363.65,1,2,2,122,At Risk
12916.0,138,109,2982.35,2,4,4,244,Loyal Customers
12917.0,127,2,594.0,2,1,2,212,At Risk
12919.0,7,52,1301.44,4,3,3,433,Loyal Customers
12920.0,16,28,164.23,4,2,1,421,New Customers
12921.0,3,741,16389.74,4,4,4,444,Best Customers
12922.0,160,28,405.38,1,2,2,122,At Risk
12923.0,63,29,176.97,2,2,1,221,At Risk
12924.0,87,31,929.95,2,2,3,223,At Risk
12925.0,4,45,694.05,4,3,3,433,Loyal Customers
12928.0,34,84,2062.7000000000003,3,3,4,334,Loyal Customers
12929.0,121,9,105.1,2,1,1,211,At Risk
12930.0,77,27,409.9,2,2,2,222,At Risk
12931.0,21,102,33462.81,3,3,4,334,Loyal Customers
12933.0,23,107,606.28,3,4,2,342,Loyal Customers
12935.0,1,130,2156.45,4,4,4,444,Best Customers
12936.0,16,63,1012.9,4,3,3,433,Loyal Customers
12937.0,14,120,1504.27,4,4,3,443,Loyal Customers
12938.0,25,9,114.14,3,1,1,311,New Customers
12939.0,63,47,11581.8,2,3,4,234,Loyal Customers
12940.0,45,103,876.29,3,4,3,343,Loyal Customers
12942.0,130,75,683.9,2,3,3,233,Loyal Customers
12943.0,300,1,-3.75,1,1,1,111,At Risk
12944.0,35,30,604.51,3,2,2,322,New Customers
12945.0,287,23,462.95,1,2,2,122,At Risk
12947.0,143,103,1407.29,1,4,3,143,Loyal Customers
12948.0,15,118,2053.7,4,4,4,444,Best Customers
12949.0,30,219,4143.02,3,4,4,344,Loyal Customers
12950.0,1,23,1843.0,4,2,4,424,New Customers
12951.0,8,65,1042.07,4,3,3,433,Loyal Customers
12952.0,5,80,1382.8400000000001,4,3,3,433,Loyal Customers
12953.0,9,17,329.85,4,1,2,412,New Customers
12955.0,0,183,4734.26,4,4,4,444,Best Customers
12956.0,305,19,108.07,1,2,1,121,At Risk
12957.0,3,244,3979.04,4,4,4,444,Best Customers
12962.0,6,16,266.39,4,1,1,411,New Customers
12963.0,7,96,1841.03,4,3,4,434,Loyal Customers
12965.0,88,109,771.91,2,4,3,243,Loyal Customers
12966.0,9,10,160.18,4,1,1,411,New Customers
12967.0,2,33,1194.75,4,2,3,423,New Customers
12968.0,111,5,135.95,2,1,1,211,At Risk
12970.0,6,151,452.24,4,4,2,442,Loyal Customers
12971.0,3,308,10930.26,4,4,4,444,Best Customers
12974.0,197,8,144.8,1,1,1,111,At Risk
12976.0,211,22,738.6,1,2,3,123,At Risk
12977.0,155,9,39.239999999999995,1,1,1,111,At Risk
12980.0,155,24,7092.06,1,2,4,124,At Risk
